pid,assignees,review_count_expected,product_url,review_url
MOBHB392HWDHA8HH,Chinmoy,6196,https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-icy-purple-256-gb/p/itm6f2ebf6d205cf?pid=MOBHB392HWDHA8HH&lid=LSTMOBHB392HWDHA8HHQOBNQP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_4&otracker=browse&fm=organic&iid=6a8b4b83-64c3-4540-b90d-c096d9245284.MOBHB392HWDHA8HH.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-icy-purple-256-gb/product-reviews/itm6f2ebf6d205cf?pid=MOBHB392HWDHA8HH&lid&marketplace=FLIPKART
MOBHB392JAQKDGBF,Chinmoy,6196,https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-prism-black-128-gb/p/itm6f2ebf6d205cf?pid=MOBHB392JAQKDGBF&lid=LSTMOBHB392JAQKDGBF1CMXCI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&fm=organic&iid=2374fe26-5596-415b-ab7a-a38dc27ca7ac.MOBHB392JAQKDGBF.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-prism-black-128-gb/product-reviews/itm6f2ebf6d205cf?pid=MOBHB392JAQKDGBF&lid&marketplace=FLIPKART
MOBHB3SZW72BYGHK,Chinmoy,6378,https://www.flipkart.com/motorola-g96-5g-pantone-dresden-blue-128-gb/p/itm3d5ad13991fdc?pid=MOBHB3SZW72BYGHK&lid=LSTMOBHB3SZW72BYGHKYVOADG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_20&otracker=browse&fm=organic&iid=c4cd39aa-7392-49f6-bab0-504167955130.MOBHB3SZW72BYGHK.SEARCH&ppt=browse&ppn=browse&ssid=t7bciivc2o0000001787002457646&ov_redirect=true,https://www.flipkart.com/motorola-g96-5g-pantone-dresden-blue-128-gb/product-reviews/itm3d5ad13991fdc?pid=MOBHB3SZW72BYGHK&lid&marketplace=FLIPKART
MOBHDVFKCP3DZG4G,Chinmoy,4572,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-marble-gray-128-gb/p/itm8f6413060b707?pid=MOBHDVFKCP3DZG4G&lid=LSTMOBHDVFKCP3DZG4GF1TPIS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_98&otracker=browse&fm=organic&iid=acbca51a-fd8e-462a-be32-7db80e80e86c.MOBHDVFKCP3DZG4G.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-marble-gray-128-gb/product-reviews/itm8f6413060b707?pid=MOBHDVFKCP3DZG4G&lid&marketplace=FLIPKART
MOBHDVFKVGGGHBDX,Chinmoy,4572,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-onyx-black-256-gb/p/itm0eb31619428e4?pid=MOBHDVFKVGGGHBDX&lid=LSTMOBHDVFKVGGGHBDX8KNAAD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_73&otracker=browse&fm=organic&iid=f4022064-0c46-442d-a907-fcace891c60d.MOBHDVFKVGGGHBDX.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-onyx-black-256-gb/product-reviews/itm0eb31619428e4?pid=MOBHDVFKVGGGHBDX&lid&marketplace=FLIPKART
MOBHDY9PVAHGDHWG,Chinmoy,4882,https://www.flipkart.com/oppo-k13x-5g-6000mah-45w-supervooc-charger-ai-sunset-peach-128-gb/p/itm62b2e62fbb43e?pid=MOBHDY9PVAHGDHWG&lid=LSTMOBHDY9PVAHGDHWGBSHGNL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=browse&fm=organic&iid=2374fe26-5596-415b-ab7a-a38dc27ca7ac.MOBHDY9PVAHGDHWG.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/oppo-k13x-5g-6000mah-45w-supervooc-charger-ai-sunset-peach-128-gb/product-reviews/itm62b2e62fbb43e?pid=MOBHDY9PVAHGDHWG&lid&marketplace=FLIPKART
MOBHE49GDEHE3XZD,Chinmoy,3809,https://www.flipkart.com/vivo-t4r-5g-arctic-white-128-gb/p/itm3a5653667cb9c?pid=MOBHE49GDEHE3XZD&lid=LSTMOBHE49GDEHE3XZDXHWSUS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_29&otracker=browse&fm=organic&iid=b5705031-a3b2-4a6e-9f31-9d9c673a4f96.MOBHE49GDEHE3XZD.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t4r-5g-arctic-white-128-gb/product-reviews/itm3a5653667cb9c?pid=MOBHE49GDEHE3XZD&lid&marketplace=FLIPKART
MOBHE49GFMXQ5QEG,Chinmoy,3809,https://www.flipkart.com/vivo-t4r-5g-twilight-blue-256-gb/p/itm3a5653667cb9c?pid=MOBHE49GFMXQ5QEG&lid=LSTMOBHE49GFMXQ5QEGZPB4G9&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_39&otracker=browse&fm=organic&iid=b5705031-a3b2-4a6e-9f31-9d9c673a4f96.MOBHE49GFMXQ5QEG.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t4r-5g-twilight-blue-256-gb/product-reviews/itm3a5653667cb9c?pid=MOBHE49GFMXQ5QEG&lid&marketplace=FLIPKART
MOBHEP9WBHDTWP4M,Chinmoy,1237,https://www.flipkart.com/oppo-k13-turbo-5g-white-knight-256-gb/p/itm3692362cd3df3?pid=MOBHEP9WBHDTWP4M&lid=LSTMOBHEP9WBHDTWP4MFAQC0P&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_34&otracker=browse&fm=organic&iid=2374fe26-5596-415b-ab7a-a38dc27ca7ac.MOBHEP9WBHDTWP4M.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/oppo-k13-turbo-5g-white-knight-256-gb/product-reviews/itm3692362cd3df3?pid=MOBHEP9WBHDTWP4M&lid&marketplace=FLIPKART
MOBHH69N2XATECZZ,Chinmoy,1599,https://www.flipkart.com/vivo-t5x-5g-star-silver-128-gb/p/itm7da8aa253e72b?pid=MOBHH69N2XATECZZ&lid=LSTMOBHH69N2XATECZZPPRNX7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_22&otracker=browse&fm=organic&iid=cbc8e1f0-8b76-4c34-b097-c3a574a9117d.MOBHH69N2XATECZZ.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t5x-5g-star-silver-128-gb/product-reviews/itm7da8aa253e72b?pid=MOBHH69N2XATECZZ&lid&marketplace=FLIPKART
MOBHH69NHR7WUR3H,Chinmoy,1599,https://www.flipkart.com/vivo-t5x-5g-star-silver-256-gb/p/itm7da8aa253e72b?pid=MOBHH69NHR7WUR3H&lid=LSTMOBHH69NHR7WUR3HYBC1AF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_10&otracker=browse&fm=organic&iid=cbc8e1f0-8b76-4c34-b097-c3a574a9117d.MOBHH69NHR7WUR3H.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t5x-5g-star-silver-256-gb/product-reviews/itm7da8aa253e72b?pid=MOBHH69NHR7WUR3H&lid=LSTMOBHH69NHR7WUR3HYBC1AF&marketplace=FLIPKART
MOBHH69NM5ERRNFT,Chinmoy,1599,https://www.flipkart.com/vivo-t5x-5g-cyber-green-128-gb/p/itm7da8aa253e72b?pid=MOBHH69NM5ERRNFT&lid=LSTMOBHH69NM5ERRNFTB1RHB5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_33&otracker=browse&fm=organic&iid=b5705031-a3b2-4a6e-9f31-9d9c673a4f96.MOBHH69NM5ERRNFT.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t5x-5g-cyber-green-128-gb/product-reviews/itm7da8aa253e72b?pid=MOBHH69NM5ERRNFT&lid&marketplace=FLIPKART
MOBHH69NQGVVYQSG,Chinmoy,1599,https://www.flipkart.com/vivo-t5x-5g-cyber-green-256-gb/p/itm7da8aa253e72b?pid=MOBHH69NQGVVYQSG&lid=LSTMOBHH69NQGVVYQSGAVFZV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_14&otracker=browse&fm=organic&iid=cbc8e1f0-8b76-4c34-b097-c3a574a9117d.MOBHH69NQGVVYQSG.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t5x-5g-cyber-green-256-gb/product-reviews/itm7da8aa253e72b?pid=MOBHH69NQGVVYQSG&lid&marketplace=FLIPKART
MOBHH69NRE6PHFBH,Chinmoy,1197,https://www.flipkart.com/vivo-t5x-5g-star-silver-128-gb/p/itm7da8aa253e72b?pid=MOBHH69NRE6PHFBH&lid=LSTMOBHH69NRE6PHFBHJHMXME&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_36&otracker=browse&fm=organic&iid=b5705031-a3b2-4a6e-9f31-9d9c673a4f96.MOBHH69NRE6PHFBH.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t5x-5g-star-silver-128-gb/product-reviews/itm7da8aa253e72b?pid=MOBHH69NRE6PHFBH&lid&marketplace=FLIPKART
MOBHHFUSK8V5EJUM,Chinmoy,2151,https://www.flipkart.com/lava-a1-josh/p/itme1f79c8bba88a?pid=MOBHHFUSK8V5EJUM&lid=LSTMOBHHFUSK8V5EJUMO9MR6R&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_76&otracker=browse&fm=organic&iid=f4022064-0c46-442d-a907-fcace891c60d.MOBHHFUSK8V5EJUM.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/lava-a1-josh/product-reviews/itme1f79c8bba88a?pid=MOBHHFUSK8V5EJUM&lid&marketplace=FLIPKART
MOBHJK5MSMEHG5XS,Chinmoy,1621,https://www.flipkart.com/vivo-x200t-seaside-lilac-512-gb/p/itm1b8452d68859b?pid=MOBHJK5MSMEHG5XS&lid=LSTMOBHJK5MSMEHG5XSU1PYIA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_30&otracker=browse&fm=organic&iid=b5705031-a3b2-4a6e-9f31-9d9c673a4f96.MOBHJK5MSMEHG5XS.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-x200t-seaside-lilac-512-gb/product-reviews/itm1b8452d68859b?pid=MOBHJK5MSMEHG5XS&lid&marketplace=FLIPKART
MOBHMGHHMFGB82H9,Chinmoy,1985,https://www.flipkart.com/samsung-galaxy-f06-5g-bahama-blue-128-gb/p/itmc1c2297bdfa31?pid=MOBHMGHHMFGB82H9&lid=LSTMOBHMGHHMFGB82H9KLU2MA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_50&otracker=browse&fm=organic&iid=128db7c6-436c-4a56-827e-45a387816fae.MOBHMGHHMFGB82H9.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/samsung-galaxy-f06-5g-bahama-blue-128-gb/product-reviews/itmc1c2297bdfa31?pid=MOBHMGHHMFGB82H9&lid&marketplace=FLIPKART
MOBHN973FFYHGUGG,Chinmoy,1543,https://www.flipkart.com/motorola-g06-power-pantone-tapestry-64-gb/p/itm29390fa68401d?pid=MOBHN973FFYHGUGG&lid=LSTMOBHN973FFYHGUGG27JKDQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_8&otracker=browse&fm=organic&iid=c4cd39aa-7392-49f6-bab0-504167955130.MOBHN973FFYHGUGG.SEARCH&ppt=browse&ppn=browse&ssid=t7bciivc2o0000001787002457646&ov_redirect=true,https://www.flipkart.com/motorola-g06-power-pantone-tapestry-64-gb/product-reviews/itm29390fa68401d?pid=MOBHN973FFYHGUGG&lid&marketplace=FLIPKART
MOBHN974GHFYSJNH,Chinmoy,3840,https://www.flipkart.com/motorola-g57-power-5g-snapdragon-pantone-corsair-128-gb/p/itm8332e9aa80c32?pid=MOBHN974GHFYSJNH&lid=LSTMOBHN974GHFYSJNH7KFUEZ&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=b_1_16&otracker=browse&fm=organic&iid=c4cd39aa-7392-49f6-bab0-504167955130.MOBHN974GHFYSJNH.SEARCH&ppt=browse&ppn=browse&ssid=t7bciivc2o0000001787002457646&ov_redirect=true,https://www.flipkart.com/motorola-g57-power-5g-snapdragon-pantone-corsair-128-gb/product-reviews/itm8332e9aa80c32?pid=MOBHN974GHFYSJNH&lid&marketplace=FLIPKART
MOBHN974GP9AXZEC,Chinmoy,3366,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-zephyr-256-gb/p/itm64e3872f24188?pid=MOBHN974GP9AXZEC&lid=LSTMOBHN974GP9AXZEC6NHT6R&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_22&otracker=browse&fm=organic&iid=c4cd39aa-7392-49f6-bab0-504167955130.MOBHN974GP9AXZEC.SEARCH&ppt=browse&ppn=browse&ssid=t7bciivc2o0000001787002457646&ov_redirect=true,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-zephyr-256-gb/product-reviews/itm64e3872f24188?pid=MOBHN974GP9AXZEC&lid&marketplace=FLIPKART
MOBHN974M3HHQ7CT,Chinmoy,3840,https://www.flipkart.com/motorola-g57-power-5g-snapdragon-pantone-fluidity-128-gb/p/itm91f63bac8cd0f?pid=MOBHN974M3HHQ7CT&lid=LSTMOBHN974M3HHQ7CTSKENUK&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=b_1_23&otracker=browse&fm=organic&iid=c4cd39aa-7392-49f6-bab0-504167955130.MOBHN974M3HHQ7CT.SEARCH&ppt=browse&ppn=browse&ssid=t7bciivc2o0000001787002457646&ov_redirect=true,https://www.flipkart.com/motorola-g57-power-5g-snapdragon-pantone-fluidity-128-gb/product-reviews/itm91f63bac8cd0f?pid=MOBHN974M3HHQ7CT&lid&marketplace=FLIPKART
MOBHNCRKA4XQFSRM,Chinmoy,1851,https://www.flipkart.com/vivo-t4-lite-5g-prism-blue-2026-4gb-64gb/p/itm49fb53d099f3c?pid=MOBHNCRKA4XQFSRM&lid=LSTMOBHNCRKA4XQFSRMKUYMUR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_19&otracker=browse&fm=organic&iid=cbc8e1f0-8b76-4c34-b097-c3a574a9117d.MOBHNCRKA4XQFSRM.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t4-lite-5g-prism-blue-2026-4gb-64gb/product-reviews/itm49fb53d099f3c?pid=MOBHNCRKA4XQFSRM&lid&marketplace=FLIPKART
MOBHNCRKN8ZBGAJR,Chinmoy,1851,https://www.flipkart.com/vivo-t4-lite-5g-titanium-gold-2026-4gb-128gb/p/itm49fb53d099f3c?pid=MOBHNCRKN8ZBGAJR&lid=LSTMOBHNCRKN8ZBGAJREUTFV0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_13&otracker=browse&fm=organic&iid=cbc8e1f0-8b76-4c34-b097-c3a574a9117d.MOBHNCRKN8ZBGAJR.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t4-lite-5g-titanium-gold-2026-4gb-128gb/product-reviews/itm49fb53d099f3c?pid=MOBHNCRKN8ZBGAJR&lid&marketplace=FLIPKART
MOBHNCRKRGZ4MJDK,Chinmoy,1851,https://www.flipkart.com/vivo-t4-lite-5g-prism-blue-2026-4gb-128gb/p/itm49fb53d099f3c?pid=MOBHNCRKRGZ4MJDK&lid=LSTMOBHNCRKRGZ4MJDKTRQ94M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_1_24&otracker=browse&fm=organic&iid=cbc8e1f0-8b76-4c34-b097-c3a574a9117d.MOBHNCRKRGZ4MJDK.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t4-lite-5g-prism-blue-2026-4gb-128gb/product-reviews/itm49fb53d099f3c?pid=MOBHNCRKRGZ4MJDK&lid&marketplace=FLIPKART
MOBHNCRKYQAYV5ZC,Chinmoy,2376,https://www.flipkart.com/vivo-t4-lite-5g-titanium-gold-2026-6gb-128gb/p/itm49fb53d099f3c?pid=MOBHNCRKYQAYV5ZC&lid=LSTMOBHNCRKYQAYV5ZCT08IBQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_34&otracker=browse&fm=organic&iid=b5705031-a3b2-4a6e-9f31-9d9c673a4f96.MOBHNCRKYQAYV5ZC.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,https://www.flipkart.com/vivo-t4-lite-5g-titanium-gold-2026-6gb-128gb/product-reviews/itm49fb53d099f3c?pid=MOBHNCRKYQAYV5ZC&lid&marketplace=FLIPKART
NDFG5YYHZRSHM7KS,Chinmoy,2327,https://www.flipkart.com/happilo-premium-natural-whole-kaju-cashews/p/itm74fe799eedf4a?pid=NDFG5YYHZRSHM7KS&lid=LSTNDFG5YYHZRSHM7KSE2OJ76&marketplace=FLIPKART&store=eat&srno=b_4_159&otracker=browse&fm=neo%2Fmerchandising&iid=7e2b1b41-70d5-4a94-ab35-1a260b7434e4.NDFG5YYHZRSHM7KS.SEARCH&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/happilo-premium-natural-whole-kaju-cashews/product-reviews/itm74fe799eedf4a?pid=NDFG5YYHZRSHM7KS&lid&marketplace=FLIPKART
NDFGAUFQURHCFEWG,Chinmoy,1949,https://www.flipkart.com/scorist-popular-raw-cashew-500g-cashews/p/itm4f8e415d62161?pid=NDFGAUFQURHCFEWG&lid=LSTNDFGAUFQURHCFEWGUWT7G3&marketplace=FLIPKART&store=eat&srno=b_2_77&otracker=browse&fm=neo%2Fmerchandising&iid=en_uSur0RnqkGhOsE5n6-HoZeiKqY4RU-cQqYLoN1Kr9mZk_sfmBp3aoGo8idXjQSC5Qxl1WdaD9U_x_RPaG_4af3t_Rmqx6bp-uWUw9eXl7kljJrG_GlcTDT3OwiBeXIKi&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/scorist-popular-raw-cashew-500g-cashews/product-reviews/itm4f8e415d62161?pid=NDFGAUFQURHCFEWG&lid&marketplace=FLIPKART
NDFGEE4TEFZKQAEJ,Chinmoy,122,https://www.flipkart.com/royal-honey-dryfruit-mix-500g-cashews-walnuts-pistachios-figs-almonds-apricots-raisins-dates/p/itm753ea9cfa21e8?pid=NDFGEE4TEFZKQAEJ&lid=LSTNDFGEE4TEFZKQAEJP34HZH&marketplace=FLIPKART&store=eat&srno=b_1_28&otracker=browse&fm=neo%2Fmerchandising&iid=en_9zlsNy-Ky2meLORTN0Th5dkHdXfBvhbIDITaIdwNaT1wshuvcW98OdttjxkxrUdp-VvZs2fJxsd6dStSZE-VF9WXU8yVmgCQnkV_ht787nj0qXX4r1W_P6Z8CesaOML7&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/royal-honey-dryfruit-mix-500g-cashews-walnuts-pistachios-figs-almonds-apricots-raisins-dates/product-reviews/itm753ea9cfa21e8?pid=NDFGEE4TEFZKQAEJ&lid=LSTNDFGEE4TEFZKQAEJP34HZH&marketplace=FLIPKART
NDFGGGGUJHJGRMZC,Chinmoy,610,https://www.flipkart.com/pramix-dry-fruits-combo-pack-almond-cashew-golden-raisins-pistachios-400g-almonds-cashews/p/itmb3552abcc22a8?pid=NDFGGGGUJHJGRMZC&lid=LSTNDFGGGGUJHJGRMZCSGR4YD&marketplace=FLIPKART&store=eat&srno=b_5_181&otracker=browse&fm=neo%2Fmerchandising&iid=en_0jvYzN0S0eVzpVwEIHPEEX-7Iqeftkc5FXPOeJKSUPMqqyOe2xLHJCkorkn_lI5f76ZFMiSnAw0Zw-H_oom6mJ652TlJ2Hqw7YYrY22y6ZN_dvfKvFU6deaKQ1jv4cl6&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/pramix-dry-fruits-combo-pack-almond-cashew-golden-raisins-pistachios-400g-almonds-cashews/product-reviews/itmb3552abcc22a8?pid=NDFGGGGUJHJGRMZC&lid&marketplace=FLIPKART
NDFGQH49DJDHQAUE,Chinmoy,542,https://www.flipkart.com/organic-purify-fresh-dry-fruits-nutmix-mix-seeds-eating-almonds-cashews-assorted-nuts-figs-black-currant-pistachios-watermelon/p/itm955a44f9242a6?pid=NDFGQH49DJDHQAUE&lid=LSTNDFGQH49DJDHQAUEVBDFU9&marketplace=FLIPKART&store=eat&srno=b_2_78&otracker=browse&fm=neo%2Fmerchandising&iid=en_uSur0RnqkGhOsE5n6-HoZeiKqY4RU-cQqYLoN1Kr9mbXaQc_lxM0whZyrNf0JxbyNIAYusQPI6dctEg-sRb2PgK1dSYTNlpXyfuS7firp71YczHquhVo3zF9WYECgKt5&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/organic-purify-fresh-dry-fruits-nutmix-mix-seeds-eating-almonds-cashews-assorted-nuts-figs-black-currant-pistachios-watermelon/product-reviews/itm955a44f9242a6?pid=NDFGQH49DJDHQAUE&lid&marketplace=FLIPKART
NDFGSKY5K29RFNUY,Chinmoy,1566,https://www.flipkart.com/nutraj-gold-arabian-dates-1-5-kg-khajoor/p/itm09f6c8a2325f8?pid=NDFGSKY5K29RFNUY&lid=LSTNDFGSKY5K29RFNUYZL6LUH&marketplace=FLIPKART&store=eat&srno=b_5_166&otracker=browse&fm=neo%2Fmerchandising&iid=0f192add-131f-4cbe-90e5-d41a7defe61c.NDFGSKY5K29RFNUY.SEARCH&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/nutraj-gold-arabian-dates-1-5-kg-khajoor/product-reviews/itm09f6c8a2325f8?pid=NDFGSKY5K29RFNUY&lid&marketplace=FLIPKART
NDFGUSZ52NZZS6KR,Chinmoy,1178,https://www.flipkart.com/yum-dry-fruits-combo-pack-5-healthy-badam-kaju-pista-kishmish-akhrot-750g-almonds-cashews-pistachios-raisins-walnuts/p/itm2c84f0d2755e9?pid=NDFGUSZ52NZZS6KR&lid=LSTNDFGUSZ52NZZS6KRMABNLZ&marketplace=FLIPKART&store=eat&srno=b_5_200&otracker=browse&fm=neo%2Fmerchandising&iid=0f192add-131f-4cbe-90e5-d41a7defe61c.NDFGUSZ52NZZS6KR.SEARCH&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/yum-dry-fruits-combo-pack-5-healthy-badam-kaju-pista-kishmish-akhrot-750g-almonds-cashews-pistachios-raisins-walnuts/product-reviews/itm2c84f0d2755e9?pid=NDFGUSZ52NZZS6KR&lid&marketplace=FLIPKART
NDFGY5SB6BPHEUNK,Chinmoy,595,https://www.flipkart.com/wonderland-foods-premium-arabian-dates-1kg-soft-chewy-texture-khajur-khajoor/p/itmf74be6bd68837?pid=NDFGY5SB6BPHEUNK&lid=LSTNDFGY5SB6BPHEUNKPI7O6A&marketplace=FLIPKART&store=eat&srno=b_5_174&otracker=browse&fm=neo%2Fmerchandising&iid=0f192add-131f-4cbe-90e5-d41a7defe61c.NDFGY5SB6BPHEUNK.SEARCH&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/wonderland-foods-premium-arabian-dates-1kg-soft-chewy-texture-khajur-khajoor/product-reviews/itmf74be6bd68837?pid=NDFGY5SB6BPHEUNK&lid&marketplace=FLIPKART
NDFH4FGYKTRYF3MW,Chinmoy,656,https://www.flipkart.com/nutri-delight-trail-mix-mixed-dry-fruits-berries-seeds-12-1-healthy-snack-panchmeva-almonds-apricots-cashews-figs-dates-raisins-kiwi-assorted-nuts/p/itm74abbfe14db3b?pid=NDFH4FGYKTRYF3MW&lid=LSTNDFH4FGYKTRYF3MW2O5ASN&marketplace=FLIPKART&store=eat&srno=b_1_15&otracker=browse&fm=neo%2Fmerchandising&iid=en_9zlsNy-Ky2meLORTN0Th5dkHdXfBvhbIDITaIdwNaT1-TIKSLdPCBKUojaM_T40G_W5WL-4tnrxxgRmzmfIDOo7rjXTof5gi03dmJQN264f0qXX4r1W_P6Z8CesaOML7&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/nutri-delight-trail-mix-mixed-dry-fruits-berries-seeds-12-1-healthy-snack-panchmeva-almonds-apricots-cashews-figs-dates-raisins-kiwi-assorted-nuts/product-reviews/itm74abbfe14db3b?pid=NDFH4FGYKTRYF3MW&lid=LSTNDFH4FGYKTRYF3MW2O5ASN&marketplace=FLIPKART
NDFH4NRJX23TAX8Z,Chinmoy,3060,https://www.flipkart.com/nature-aahar-mix-dry-fruit-panchmeva-500gm-jar-almonds-cashews-raisins-dates-pistachios-figs-assorted-fruits-nuts/p/itmd75ff483e598e?pid=NDFH4NRJX23TAX8Z&lid=LSTNDFH4NRJX23TAX8Z7GIX2B&marketplace=FLIPKART&store=eat&srno=b_1_40&otracker=browse&fm=neo%2Fmerchandising&iid=4d902517-72cf-4645-96d3-a8ad5e54456d.NDFH4NRJX23TAX8Z.SEARCH&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/nature-aahar-mix-dry-fruit-panchmeva-500gm-jar-almonds-cashews-raisins-dates-pistachios-figs-assorted-fruits-nuts/product-reviews/itmd75ff483e598e?pid=NDFH4NRJX23TAX8Z&lid=LSTNDFH4NRJX23TAX8Z7GIX2B&marketplace=FLIPKART
NDFH4VAYW7QDQDHD,Chinmoy,855,https://www.flipkart.com/hai-prabhu-premium-healthy-dry-fruit-mix-combo-cashew-almond-raisins-apricot-pista-almonds-cashews-apricots-amla-pistachios-raisins-kiwi-assorted-fruits-nuts-dates/p/itmacc1778e50150?pid=NDFH4VAYW7QDQDHD&lid=LSTNDFH4VAYW7QDQDHDO84BUY&marketplace=FLIPKART&store=eat&srno=b_1_8&otracker=browse&fm=neo%2Fmerchandising&iid=4d902517-72cf-4645-96d3-a8ad5e54456d.NDFH4VAYW7QDQDHD.SEARCH&ppt=browse&ppn=browse&ov_redirect=true&ov_redirect=true,https://www.flipkart.com/hai-prabhu-premium-healthy-dry-fruit-mix-combo-cashew-almond-raisins-apricot-pista-almonds-cashews-apricots-amla-pistachios-raisins-kiwi-assorted-fruits-nuts-dates/product-reviews/itmacc1778e50150?pid=NDFH4VAYW7QDQDHD&lid=LSTNDFH4VAYW7QDQDHDO84BUY&marketplace=FLIPKART
